name,type,address,quarter,city,phone,rating,verified,is_top_partner,special_badge,description,image_url,url,activities,has_contact_form,offers_free_trial
Yoga Shala,Club de sport,au Quartier Ain Diab  à  Casablanca,au Quartier Ain Diab,Casablanca,N/A,0,False,False,N/A,"YOGA SHALA, aller à la rencontre de soi. Pénétrer dans l’espace YOGA SHALA, c’est donc entrer chez vous… et en vous, un lieu de rencontre de soi et d’ouverture aux autres.
YOGA SHALA vous offre une parenthèse avec vous-même, sur un tapis, entre deux RDV ou à...",https://www.clubs.ma/assets/img280/558/yoga-shala-club-de-sport-casablanca-558.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/yoga-shala,Yoga,False,FalseYogablanca,Club de sport,au Quartier Gauthier  à  Casablanca,au Quartier Gauthier,Casablanca,N/A,0,False,False,N/A,"Situé au coeur du quartier Gauthier à Casablanca, le studio Yogablanca est un espace dédié à la pratique du Yoga et autres disciplines du mieux-être.
Description des cours
Yoga Kundalini: Egalement appelé “yoga de la conscience”, le Yoga Kundalini est une di...",https://www.clubs.ma/assets/img280/513/yogablanca-club-de-sport-casablanca-513.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/yogablanca,Yoga,False,False
Zara Sport,Salle de sport,au Quartier Sidi Maarouf  à  Casablanca,au Quartier Sidi Maarouf,Casablanca,N/A,0,False,False,N/A,"ZARA Sport est un club sportif situé à Casablanca, géré par Mme BOUZOUBAA Zahra, ce club dispose d'une salle de musculation, une salle de cours collectif et un centre de détente.",https://www.clubs.ma/assets/img280/595/zara-sport-salle-de-sport-casablanca-595.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/zara-sport,"Taekwondo, Musculation, Karaté, Fitness",False,False
Zenata Elite Paintball,Club de sport,au Quartier Ain Sebaa  à  Casablanca,au Quartier Ain Sebaa,Casablanca,N/A,0,False,False,N/A,"Zenata Elite Paintball est votre club de sport à Casablanca, situé exactement à Route Zenata, complexe Sportif Zenata au quartier AIN SEBAA à Casablanca. Zenata Elite Paintball vous accueille et propose un ensemble de services et d'activités : Paintball, et au...",https://www.clubs.ma/assets/img280/512/zenata-elite-paintball-club-de-sport-casablanca-512.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/zenata-elite-paintball,Paintball,True,True
Zenith Fitness,Salle de sport,au Quartier Oukacha  à  Casablanca,au Quartier Oukacha,Casablanca,N/A,0,False,False,N/A,"Le Zenith Fitness est un club de sport multi-activités, qui se situe à « Ain Sbâa » , et qui regroupe un complexe de 1000m², exclusivement dédié au sport.",https://www.clubs.ma/assets/img280/465/zenith-fitness-salle-de-sport-casablanca-465.jpg,https://www.clubs.mahttps://www.clubs.ma/casablanca/zenith-fitness,"Aqua gym, Musculation, Fitness",False,False
Académie Internationale de Danse et de Musique,Ecole de danse,au Quartier Polo  à  Casablanca,au Quartier Polo,Casablanca,N/A,0,False,False,N/A,"L'académie internationale de danse et de musique vous propose des cours de danse et de musique de haut niveau pour enfants et pour adultes.
Des cours de théâtre et d'art plastique sont également disponibles a l'AIDM.",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/academie-internationale-de-danse-et-de-musique,"Danse classique, Danse",False,False
Aïki Kaï,Club de sport,au Quartier Liberte  à  Casablanca,au Quartier Liberte,Casablanca,N/A,0,False,False,N/A,"Aïki Kaï est votre club de sport à Casablanca, situé exactement à 39, Rue Omar Slaoui, Résidence Taoufik N°10, 2° étage, Centre Ville au quartier LIBERTE à Casablanca. Aïki Kaï vous accueille et propose un ensemble de services et d'activités : Arts martiaux ar...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/aiki-kai,"Arts martiaux artistiques, Fitness",False,False
Amsterdam Gym,Club de sport,au Quartier Hay Saada  à  Casablanca,au Quartier Hay Saada,Casablanca,N/A,0,False,False,N/A,"Amsterdam Gym est votre club de sport à Casablanca, situé exactement à Rue 3 N°55 Hay El Hassani au quartier HAY SAADA à Casablanca. Amsterdam Gym vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Amsterdam Gym...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/amsterdam-gym,"Musculation, Fitness",False,False
Andaloussia Fit,Club de sport,au Quartier Hay Roche Noires  à  Casablanca,au Quartier Hay Roche Noires,Casablanca,N/A,0,False,False,N/A,"Andaloussia Fit est votre club de sport à Casablanca, situé exactement à N°209, Rue Zoubeir Bnou El Aouam au quartier HAY ROCHE NOIRES à Casablanca. Andaloussia Fit vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et aut...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/andaloussia-fit,"Musculation, Fitness",False,False
Anfa Gym,Club de sport,au Quartier Hay El Hana  à  Casablanca,au Quartier Hay El Hana,Casablanca,N/A,0,False,False,N/A,"Anfa Gym est votre club de sport à Casablanca, situé exactement à N°2, Rue Oualili Boulevard Abdelkrim AlKhattabi au quartier HAY EL HANA à Casablanca. Anfa Gym vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, Aerobic, A...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/anfa-gym,"Musculation, Fitness, Aerobic, Arts martiaux",False,False
Anfa Sport Club,Club de sport,au Quartier Bourgogne  à  Casablanca,au Quartier Bourgogne,Casablanca,N/A,0,False,False,N/A,"Anfa Sport Club est votre club de sport à Casablanca, situé exactement à 41, BoulevardDriss Slaoui -ex Témara au quartier BOURGOGNE à Casablanca. Anfa Sport Club vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Anfa Sport...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/anfa-sport-club,Fitness,False,False
Anytime Fitness Anfa,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Anytime Fitness Anfa est votre club de sport à Casablanca, situé exactement à 12 Rue Ali Abderrazak Anfa en plein coeur de Casablanca. Anytime Fitness Anfa vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Anytime Fitness A...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/anytime-fitness-anfa,Fitness,False,False
Anytime Fitness Dar Bouazza,Club de sport,au Quartier Dar Bouazza  à  Casablanca,au Quartier Dar Bouazza,Casablanca,N/A,0,False,False,N/A,"Anytime Fitness Dar Bouazza est votre club de sport à Casablanca, situé exactement à Sela Plaza Dar Bouazza au quartier DAR BOUAZZA à Casablanca. Anytime Fitness Dar Bouazza vous accueille et propose un ensemble de services et d'activités : Fitness, et autres....",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/anytime-fitness-dar-bouazza,Fitness,False,False
Anytime Fitness Zerktouni,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Anytime Fitness Zerktouni est votre club de sport à Casablanca, situé exactement à 41 Boulevard Mohamed Zerktouni  en plein coeur de Casablanca. Anytime Fitness Zerktouni vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. An...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/anytime-fitness-zerktouni,Fitness,False,False
Art Majeur,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Art Majeur est votre club de sport à Casablanca, situé exactement à N°34, Rue Boulmane -ex Duquesne en plein coeur de Casablanca. Art Majeur vous accueille et propose un ensemble de services et d'activités : Danse, et autres. Art Majeur est un club de sport po...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/art-majeur,Danse,False,False
Asma Fitness,Salle de sport,au Quartier Belvédère  à  Casablanca,au Quartier Belvédère,Casablanca,N/A,0,False,False,N/A,"Asma Fitness est votre salle de sport à Casablanca, située exactement à 10, Angle Emile zola et Rue Amr Bnou Al Alaa - (Ex. Vouziers) au quartier Belvédère à Casablanca. Asma Fitness vous accueille et propose un ensemble de services et d'activités : Fitness, e...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/asma-fitness,Fitness,False,FalseAss-Ryu,Club de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Ass-Ryu est votre club de sport à Casablanca, situé exactement à Hay Moulay Abdallah, Rue 31 N°31 au quartier AIN CHOK à Casablanca. Ass-Ryu vous accueille et propose un ensemble de services et d'activités : Fitness, Arts martiaux, et autres. Ass-Ryu est un cl...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/ass-ryu,"Fitness, Arts martiaux",False,False
Association - Club Zamora,Association de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Association - Club Zamora est votre association de sport à Casablanca, située exactement à Hay El Osra, Rue 14 N°6 au quartier AIN CHOK à Casablanca. Association - Club Zamora vous accueille et propose un ensemble de services et d'activités : Fitness, Arts mar...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-club-zamora,"Fitness, Arts martiaux",False,False
Association Al Kheir Sportive,Club de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Association Al Kheir Sportive est votre club de sport à Casablanca, situé exactement à derb El Kheir, Rue 9 N°212  au quartier AIN CHOK à Casablanca. Association Al Kheir Sportive vous accueille et propose un ensemble de services et d'activités : Fitness, et a...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-al-kheir-sportive,Fitness,False,False
Association Alhouda Sportive,Club de sport,au Quartier Hay Houda  à  Casablanca,au Quartier Hay Houda,Casablanca,N/A,0,False,False,N/A,"Association Alhouda Sportive est votre club de sport à Casablanca, situé exactement à Rue 12, N°27, Sbata au quartier HAY HOUDA à Casablanca. Association Alhouda Sportive vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. As...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-alhouda-sportive,Fitness,False,False
Association Anas Nour,Association de sport,au Quartier Hay Hassani  à  Casablanca,au Quartier Hay Hassani,Casablanca,N/A,0,False,False,N/A,"Association Anas Nour est votre association de sport à Casablanca, située exactement à 47, Boulevard Oued Loukos au quartier HAY HASSANI à Casablanca. Association Anas Nour vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-anas-nour,"Musculation, Fitness",False,False
Association Arsalane Club,Association de sport,au Quartier Ain Borja  à  Casablanca,au Quartier Ain Borja,Casablanca,N/A,0,False,False,N/A,"Association Arsalane Club est votre association de sport à Casablanca, située exactement à Hay Arsalane, Rue 4 N°45 au quartier AIN BORJA à Casablanca. Association Arsalane Club vous accueille et propose un ensemble de services et d'activités : Arts martiaux,...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-arsalane-club,Arts martiaux,False,False
Association athletic star Bushido,Club de sport,au Quartier Maarif  à  Casablanca,au Quartier Maarif,Casablanca,N/A,0,False,False,N/A,"Association athletic star Bushido est votre club de sport à Casablanca, situé exactement à 70, Rue Ibn Fariss - ex Mont Blanc au quartier MAARIF à Casablanca. Association athletic star Bushido vous accueille et propose un ensemble de services et d'activités :...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-athletic-star-bushido,Fitness,False,False
Association Atlantique De Culture Physique Et D'Haltétophilie,Association de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"Association Atlantique De Culture Physique Et D'Haltétophilie est votre association de sport à Casablanca, située exactement à Groupe M Rue 146 N°58 au quartier OULFA à Casablanca. Association Atlantique De Culture Physique Et D'Haltétophilie vous accueille et...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-atlantique-de-culture-physique-et-d-haltetophilie,"Musculation, Fitness",False,False
Association Azahra du Karaté et Arts Assimiles,Association de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"Association Azahra du Karaté et Arts Assimiles est votre association de sport à Casablanca, située exactement à N°29 , Rue 168 ,Hay El Oulfa au quartier OULFA à Casablanca. Association Azahra du Karaté et Arts Assimiles vous accueille et propose un ensemble de...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-azahra-du-karate-et-arts-assimiles,"Karaté, Arts martiaux",False,False
Association Chabab Mabrouka,Association de sport,au Quartier Sidi Othmane  à  Casablanca,au Quartier Sidi Othmane,Casablanca,N/A,0,False,False,N/A,"Association Chabab Mabrouka est votre association de sport à Casablanca, située exactement à 12 Bis, Boulevard Nil, Hay MAbrouka au quartier SIDI OTHMANE à Casablanca. Association Chabab Mabrouka vous accueille et propose un ensemble de services et d'activités...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-chabab-mabrouka,Fitness,False,False
Association Chaouki Des Sports,Club de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"Association Chaouki Des Sports est votre club de sport à Casablanca, situé exactement à N°279 , Lotissement Zoubeir au quartier OULFA à Casablanca. Association Chaouki Des Sports vous accueille et propose un ensemble de services et d'activités : Fitness, et au...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-chaouki-des-sports,Fitness,False,False
Association Chefchaouni Sports,Association de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Association Chefchaouni Sports est votre association de sport à Casablanca, située exactement à Boulevard Chefchaouni , Ain sebaa en plein coeur de Casablanca. Association Chefchaouni Sports vous accueille et propose un ensemble de services et d'activités : Fi...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-chefchaouni-sports,Fitness,False,False
Association Club Al Wiam,Association de sport,au Quartier Hay Moulay Rachid  à  Casablanca,au Quartier Hay Moulay Rachid,Casablanca,N/A,0,False,False,N/A,"Association Club Al Wiam est votre association de sport à Casablanca, située exactement à N°56, Avenue Jaudar Mohamed Ben Abdellah, Hay Rahma  au quartier HAY MOULAY RACHID à Casablanca. Association Club Al Wiam vous accueille et propose un ensemble de service...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-club-al-wiam,Fitness,False,False
Association Club AlWifak,Association de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Association Club AlWifak est votre association de sport à Casablanca, située exactement à N°47 Rue 153 , Hay Moulay Abdallah au quartier AIN CHOK à Casablanca. Association Club AlWifak vous accueille et propose un ensemble de services et d'activités : Fitness,...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-club-alwifak,Fitness,False,False
Association Club Berkani,Association de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"Association Club Berkani est votre association de sport à Casablanca, située exactement à N°39 Rue 11, Hay El Oulfa, sakalia 2 au quartier OULFA à Casablanca. Association Club Berkani vous accueille et propose un ensemble de services et d'activités : Fitness,...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-club-berkani,Fitness,False,FalseAssociation Club Elmassira,Association de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Association Club Elmassira est votre association de sport à Casablanca, située exactement à N°63  Rue 63  ,Hay Yasmina IV au quartier AIN CHOK à Casablanca. Association Club Elmassira vous accueille et propose un ensemble de services et d'activités : Fitness,...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-club-elmassira,Fitness,False,False
Association Club Platinium Casa Fitness,Club de sport,au Quartier Sidi Bernoussi  à  Casablanca,au Quartier Sidi Bernoussi,Casablanca,N/A,0,False,False,N/A,"Association Club Platinium Casa Fitness est votre club de sport à Casablanca, situé exactement à N°47 Rue 3 ,Cité Sidi Bernoussi II  au quartier SIDI BERNOUSSI à Casablanca. Association Club Platinium Casa Fitness vous accueille et propose un ensemble de servi...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-club-platinium-casa-fitness,Fitness,False,False
Association Club Sarhane,Association de sport,au Quartier Hay Moulay Rachid 2  à  Casablanca,au Quartier Hay Moulay Rachid 2,Casablanca,N/A,0,False,False,N/A,"Association Club Sarhane est votre association de sport à Casablanca, située exactement à N°21  Rue 9  , ex Bournazel au quartier HAY MOULAY RACHID 2 à Casablanca. Association Club Sarhane vous accueille et propose un ensemble de services et d'activités : Fitn...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-club-sarhane,Fitness,False,False
Association Club Sportif Tarik,Association de sport,au Quartier Sidi Bernoussi  à  Casablanca,au Quartier Sidi Bernoussi,Casablanca,N/A,0,False,False,N/A,"Association Club Sportif Tarik est votre association de sport à Casablanca, située exactement à Hay Tarik, Rue 58, N°9 au quartier SIDI BERNOUSSI à Casablanca. Association Club Sportif Tarik vous accueille et propose un ensemble de services et d'activités : Fi...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-club-sportif-tarik,Fitness,False,False
Association Club Zamora,Association de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Association Club Zamora est votre association de sport à Casablanca, située exactement à Hay El Osra, Rue 14 N°6 au quartier AIN CHOK à Casablanca. Association Club Zamora vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. A...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-club-zamora-1,Fitness,False,False
Association de la source des arts martiaux,Association de sport,au Quartier Derb Fokara  à  Casablanca,au Quartier Derb Fokara,Casablanca,N/A,0,False,False,N/A,"Association de la source des arts martiaux est votre association de sport à Casablanca, située exactement à N°84 Rue 40, Nouvelle Médina,  au quartier DERB FOKARA à Casablanca. Association de la source des arts martiaux vous accueille et propose un ensemble de...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-de-la-source-des-arts-martiaux,Arts martiaux,False,False
Association de la Victoire,Association de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Association de la Victoire est votre association de sport à Casablanca, située exactement à N°18, Rue de Souss en plein coeur de Casablanca. Association de la Victoire vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-de-la-victoire,"Musculation, Fitness",False,False
Association Dragon Noir,Association de sport,au Quartier Hay Mohammadi  à  Casablanca,au Quartier Hay Mohammadi,Casablanca,N/A,0,False,False,N/A,"Association Dragon Noir est votre association de sport à Casablanca, située exactement à N°164, Avenue Nkili Ahmed ex A. Bourgadam et Vitalis, Cosmos II au quartier HAY MOHAMMADI à Casablanca. Association Dragon Noir vous accueille et propose un ensemble de se...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-dragon-noir,"Musculation, Fitness",False,False
Association El Amal de taekwon-do,Association de sport,au Quartier Hay Drissia 4  à  Casablanca,au Quartier Hay Drissia 4,Casablanca,N/A,0,False,False,N/A,"Association El Amal de taekwon-do est votre association de sport à Casablanca, située exactement à N°3 Rue 3, Hay El Farah (Ben M'Sik Sud)  au quartier HAY DRISSIA 4 à Casablanca. Association El Amal de taekwon-do vous accueille et propose un ensemble de servi...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-el-amal-de-taekwon-do,"Taekwondo, Arts martiaux",False,False
Association Elahd Eljadid,Association de sport,au Quartier Ain Borja  à  Casablanca,au Quartier Ain Borja,Casablanca,N/A,0,False,False,N/A,"Association Elahd Eljadid est votre association de sport à Casablanca, située exactement à Hay Tissir II, Avenue A N°19 au quartier AIN BORJA à Casablanca. Association Elahd Eljadid vous accueille et propose un ensemble de services et d'activités : Musculation...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-elahd-eljadid,"Musculation, Fitness",False,False
Association Essalam Bernoussi,Association de sport,au Quartier Sidi Bernoussi  à  Casablanca,au Quartier Sidi Bernoussi,Casablanca,N/A,0,False,False,N/A,"Association Essalam Bernoussi est votre association de sport à Casablanca, située exactement à N°17 , Rue 3 , Hay Amal III au quartier SIDI BERNOUSSI à Casablanca. Association Essalam Bernoussi vous accueille et propose un ensemble de services et d'activités :...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-essalam-bernoussi,Arts martiaux,False,False
Association Fahir de Musculation,Association de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Association Fahir de Musculation est votre association de sport à Casablanca, située exactement à Hay Amal II (Ben M'Sik), Rue 43 N°83 en plein coeur de Casablanca. Association Fahir de Musculation vous accueille et propose un ensemble de services et d'activit...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-fahir-de-musculation,"Musculation, Fitness",False,False
Association Fouarate,Club de sport,au Quartier Hay Mohammadi  à  Casablanca,au Quartier Hay Mohammadi,Casablanca,N/A,0,False,False,N/A,"Association Fouarate est votre club de sport à Casablanca, situé exactement à Hay Fouarat, rue 12 n°13 cité Mohammedi au quartier HAY MOHAMMADI à Casablanca. Association Fouarate vous accueille et propose un ensemble de services et d'activités : Karaté, et aut...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-fouarate,Karaté,False,False
Association Hasna Sport,Association de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Association Hasna Sport est votre association de sport à Casablanca, située exactement à N°48 Rue 6 , Hay Anigrit (h. Rmila) au quartier AIN CHOK à Casablanca. Association Hasna Sport vous accueille et propose un ensemble de services et d'activités : Arts mart...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-hasna-sport,Arts martiaux,False,False
Association Hassani Club,Association de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"Association Hassani Club est votre association de sport à Casablanca, située exactement à N°36 Rue 8 , Hay Saada - ex Mazola (q. Aviation) au quartier OULFA à Casablanca. Association Hassani Club vous accueille et propose un ensemble de services et d'activités...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-hassani-club,"Musculation, Karaté, Fitness, Aerobic",False,FalseAssociation Imane,Club de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Association Imane est votre club de sport à Casablanca, situé exactement à Lotissement Omariya, Rue31 N°78 au quartier AIN CHOK à Casablanca. Association Imane vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Association I...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-imane,Fitness,False,False
Association Jazirat El Azhar Sportive,Association de sport,au Quartier Sidi Moumen  à  Casablanca,au Quartier Sidi Moumen,Casablanca,N/A,0,False,False,N/A,"Association Jazirat El Azhar Sportive est votre association de sport à Casablanca, située exactement à Lotissement  El Azhar, Tranche 8/1, N°32 au quartier SIDI MOUMEN à Casablanca. Association Jazirat El Azhar Sportive vous accueille et propose un ensemble de...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-jazirat-el-azhar-sportive,Football,False,False
Association Jeunes Sans Frontières,Association de sport,au Quartier Hay Mohammadi  à  Casablanca,au Quartier Hay Mohammadi,Casablanca,N/A,0,False,False,N/A,"Association Jeunes Sans Frontières est votre association de sport à Casablanca, située exactement à N°10, Rue Senhaja au quartier HAY MOHAMMADI à Casablanca. Association Jeunes Sans Frontières vous accueille et propose un ensemble de services et d'activités :...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-jeunes-sans-frontieres,Fitness,False,False
Association Karmaoui Du Sports,Association de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"Association Karmaoui Du Sports est votre association de sport à Casablanca, située exactement à Hay El Oulfa, groupe GH Rue 66 N°16 au quartier OULFA à Casablanca. Association Karmaoui Du Sports vous accueille et propose un ensemble de services et d'activités...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-karmaoui-du-sports,"Musculation, Fitness",False,False
Association Kazari Gym,Club de sport,au Quartier Hay Mohammadi  à  Casablanca,au Quartier Hay Mohammadi,Casablanca,N/A,0,False,False,N/A,"Association Kazari Gym est votre club de sport à Casablanca, situé exactement à Sidi Maârouf au quartier HAY MOHAMMADI à Casablanca. Association Kazari Gym vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Association Kazar...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-kazari-gym,Fitness,False,False
Association Lahbabi de Bodybuilding,Club de sport,au Quartier Oasis  à  Casablanca,au Quartier Oasis,Casablanca,N/A,0,False,False,N/A,"Association Lahbabi de Bodybuilding est votre club de sport à Casablanca, situé exactement à 31, Rue Houara - ex Soldat Perrier au quartier OASIS à Casablanca. Association Lahbabi de Bodybuilding vous accueille et propose un ensemble de services et d'activités...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-lahbabi-de-bodybuilding,"Musculation, Fitness",False,False
Association Lion d'Atlas Atlantique,Association de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Association Lion d'Atlas Atlantique est votre association de sport à Casablanca, située exactement à Lotissement Salmia I, Rue 3 N°2, Sbata en plein coeur de Casablanca. Association Lion d'Atlas Atlantique vous accueille et propose un ensemble de services et d...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-lion-d-atlas-atlantique,Fitness,False,False
Association lyousfi de formation des champions (A.l.f.c),Club de sport,au Quartier Hay Mohammadi  à  Casablanca,au Quartier Hay Mohammadi,Casablanca,N/A,0,False,False,N/A,"Association lyousfi de formation des champions (A.l.f.c) est votre club de sport à Casablanca, situé exactement à 31, rue Sebâa Ayoune (Khalil II)  au quartier HAY MOHAMMADI à Casablanca. Association lyousfi de formation des champions (A.l.f.c) vous accueille...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-lyousfi-de-formation-des-champions-a-l-f-c,Fitness,False,False
Association Massira,Club de sport,au Quartier Hay Mohammadi  à  Casablanca,au Quartier Hay Mohammadi,Casablanca,N/A,0,False,False,N/A,"Association Massira est votre club de sport à Casablanca, situé exactement à hay Fouarat, Rue 4 N°41 au quartier HAY MOHAMMADI à Casablanca. Association Massira vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres....",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/association-massira,"Musculation, Fitness",False,False
